branch_id,branch_name,address,city,state,zip,manager_id,open_date
310,Branch-0310 North,98 Ring Road,Kanpur,Delhi,479025,742,2023-02-21
311,Branch-0311 South,137 Market Road,Indore,West Bengal,690349,126,2010-07-30
312,Branch-0312 East,40 Ring Road,Pimpri-Chinchwad,Telangana,437264,379,2002-03-13
313,Branch-0313 South,81 Market Road,Vadodara,West Bengal,865040,43,2001-10-07
314,Branch-0314 Corporate,122 Business Park,Thane,Telangana,352067,421,2020-08-20
315,Branch-0315 West,92 Business Park,Ghaziabad,Uttar Pradesh,293741,129,2002-11-23
316,Branch-0316 Central,70 Business Park,Hyderabad,West Bengal,365095,855,2023-09-17
317,Branch-0317 Central,144 Business Park,Jaipur,Gujarat,998572,660,2007-12-17
318,Branch-0318 West,123 Industrial Area,Pune,Uttar Pradesh,303272,388,2008-06-02
319,Branch-0319 West,167 Business Park,Indore,Gujarat,353993,159,2002-12-09
320,Branch-0320 North,180 Industrial Area,Ghaziabad,Gujarat,861255,175,2023-05-27
321,Branch-0321 West,167 Ring Road,Thane,Gujarat,266296,22,2010-11-20
322,Branch-0322 East,195 Market Road,Nagpur,Uttar Pradesh,551819,220,2004-09-01
323,Branch-0323 South,66 Business Park,Bhopal,Maharashtra,961968,400,2013-01-29
324,Branch-0324 Corporate,101 Market Road,Nagpur,Tamil Nadu,894462,298,2001-11-24
325,Branch-0325 North,105 Market Road,Nagpur,Tamil Nadu,669868,700,2008-05-21
326,Branch-0326 South,51 Business Park,Bengaluru,Rajasthan,495597,316,2018-06-11
327,Branch-0327 South,76 Business Park,Pune,Delhi,486265,248,2022-06-21
328,Branch-0328 West,47 Ring Road,Kanpur,Karnataka,588303,625,2002-10-05
329,Branch-0329 Corporate,178 Ring Road,Delhi,Gujarat,820190,655,2002-07-31
330,Branch-0330 South,63 Market Road,Kolkata,Telangana,902209,844,2015-12-05
331,Branch-0331 North,136 Ring Road,Vadodara,Tamil Nadu,843312,126,2017-09-15
332,Branch-0332 Corporate,58 Market Road,Hyderabad,Delhi,199168,729,2020-05-25
333,Branch-0333 West,121 Business Park,Patna,Maharashtra,735915,1000,2008-11-28
334,Branch-0334 North,153 Business Park,Kolkata,Rajasthan,327312,138,2018-03-02
335,Branch-0335 Corporate,84 Market Road,Delhi,West Bengal,996336,36,2003-06-12
336,Branch-0336 Central,194 Industrial Area,Kanpur,West Bengal,199937,473,2022-06-17
337,Branch-0337 East,143 Business Park,Mumbai,Karnataka,318841,841,2001-03-11
338,Branch-0338 Central,152 Business Park,Kanpur,West Bengal,217455,563,2005-09-26
339,Branch-0339 West,136 Business Park,Pune,West Bengal,450069,484,2022-04-23
340,Branch-0340 South,188 Ring Road,Ghaziabad,Delhi,859984,930,2018-08-21
341,Branch-0341 Central,160 Market Road,Indore,Tamil Nadu,739361,812,2015-07-06
342,Branch-0342 North,16 Business Park,Lucknow,Madhya Pradesh,174357,828,2005-07-11
343,Branch-0343 West,165 Ring Road,Hyderabad,Uttar Pradesh,406439,232,2010-05-18
344,Branch-0344 East,137 Industrial Area,Kanpur,Maharashtra,715049,143,2018-04-08
345,Branch-0345 North,45 Market Road,Kolkata,Madhya Pradesh,731205,518,2006-08-19
346,Branch-0346 Central,63 Industrial Area,Jaipur,Tamil Nadu,454098,429,2003-06-11
347,Branch-0347 Central,67 Business Park,Lucknow,Karnataka,644924,549,2018-04-08
348,Branch-0348 Corporate,12 Ring Road,Mumbai,Tamil Nadu,349192,505,2017-09-27
349,Branch-0349 East,113 Business Park,Pimpri-Chinchwad,Delhi,222172,765,2005-10-11
350,Branch-0350 East,6 Business Park,Kolkata,Maharashtra,645528,907,2009-02-10
351,Branch-0351 South,101 Industrial Area,Ghaziabad,Delhi,957915,893,2001-03-22
352,Branch-0352 East,41 Industrial Area,Bengaluru,Tamil Nadu,881358,218,2004-06-25
353,Branch-0353 North,198 Market Road,Jaipur,Tamil Nadu,473078,54,2019-04-12
354,Branch-0354 West,142 Market Road,Thane,Madhya Pradesh,214057,498,2021-10-07
355,Branch-0355 East,197 Market Road,Ghaziabad,Telangana,649969,852,2011-10-31
356,Branch-0356 South,193 Business Park,Hyderabad,Telangana,418773,918,2000-03-22
357,Branch-0357 West,116 Market Road,Kanpur,Gujarat,348958,489,2023-09-17
358,Branch-0358 North,106 Business Park,Kolkata,Telangana,776473,384,2005-07-26
359,Branch-0359 Central,28 Ring Road,Bhopal,Maharashtra,735103,842,2002-02-17
360,Branch-0360 West,96 Business Park,Lucknow,Gujarat,701974,187,2000-09-15
361,Branch-0361 Corporate,117 Ring Road,Vadodara,Karnataka,522424,775,2018-11-15
362,Branch-0362 West,148 Industrial Area,Lucknow,Uttar Pradesh,772922,620,2020-06-18
363,Branch-0363 Central,135 Ring Road,Ahmedabad,Uttar Pradesh,921591,375,2017-03-25
364,Branch-0364 Corporate,147 Market Road,Ahmedabad,Tamil Nadu,692801,106,2013-03-16
365,Branch-0365 Central,199 Ring Road,Vadodara,Madhya Pradesh,930785,999,2008-09-20
366,Branch-0366 North,50 Business Park,Chennai,Telangana,408733,800,2006-05-03
367,Branch-0367 East,105 Business Park,Thane,Madhya Pradesh,833665,24,2021-03-20
368,Branch-0368 North,103 Business Park,Bhopal,West Bengal,132002,658,2019-10-29
369,Branch-0369 North,193 Market Road,Lucknow,Uttar Pradesh,859589,234,2023-04-29
370,Branch-0370 West,58 Ring Road,Ghaziabad,Tamil Nadu,781773,250,2023-05-03
371,Branch-0371 North,170 Business Park,Lucknow,Maharashtra,461426,984,2018-04-12
372,Branch-0372 Corporate,32 Market Road,Vadodara,Madhya Pradesh,555237,350,2001-05-05
373,Branch-0373 West,39 Industrial Area,Vadodara,Tamil Nadu,670950,693,2006-07-30
374,Branch-0374 East,171 Ring Road,Bengaluru,Uttar Pradesh,501010,587,2016-12-20
375,Branch-0375 South,106 Business Park,Kolkata,Maharashtra,689083,494,2019-02-08
376,Branch-0376 Central,174 Market Road,Kolkata,Uttar Pradesh,428932,586,2015-02-09
377,Branch-0377 Central,66 Market Road,Jaipur,West Bengal,667770,153,2010-10-17
378,Branch-0378 West,199 Ring Road,Pimpri-Chinchwad,Gujarat,756451,921,2001-10-26
379,Branch-0379 Central,44 Industrial Area,Pune,Maharashtra,106829,684,2023-01-19
380,Branch-0380 East,155 Industrial Area,Indore,Delhi,157829,120,2017-05-14
381,Branch-0381 West,53 Business Park,Bengaluru,Telangana,953869,627,2015-01-08
382,Branch-0382 Central,14 Business Park,Indore,Uttar Pradesh,158705,627,2012-07-11
383,Branch-0383 Central,77 Business Park,Kanpur,Maharashtra,575148,418,2007-12-13
384,Branch-0384 Corporate,135 Market Road,Vadodara,Rajasthan,773262,422,2006-06-11
385,Branch-0385 Central,188 Ring Road,Pune,Gujarat,383242,18,2022-03-20
386,Branch-0386 East,115 Ring Road,Indore,Karnataka,161008,732,2020-02-21
387,Branch-0387 North,187 Industrial Area,Thane,Karnataka,725278,141,2015-06-16
388,Branch-0388 Central,144 Business Park,Visakhapatnam,Rajasthan,503149,946,2002-02-20
389,Branch-0389 North,146 Business Park,Jaipur,Maharashtra,516577,960,2023-07-03
390,Branch-0390 Corporate,138 Ring Road,Bengaluru,Telangana,308078,208,2020-05-11
391,Branch-0391 North,24 Market Road,Kanpur,Tamil Nadu,849646,953,2007-09-06
392,Branch-0392 North,90 Industrial Area,Hyderabad,Rajasthan,671144,950,2003-07-20
393,Branch-0393 East,4 Market Road,Chennai,Delhi,182412,618,2007-04-30
394,Branch-0394 Central,99 Business Park,Pune,West Bengal,349532,845,2023-01-09
395,Branch-0395 Corporate,83 Market Road,Bhopal,Rajasthan,672640,588,2015-06-22
396,Branch-0396 East,33 Market Road,Kolkata,Rajasthan,177946,913,2024-06-15
397,Branch-0397 South,80 Ring Road,Vadodara,Maharashtra,861252,985,2007-07-26
398,Branch-0398 West,84 Business Park,Ahmedabad,West Bengal,408298,523,2001-12-05
399,Branch-0399 Central,112 Ring Road,Lucknow,Maharashtra,347996,463,2009-03-10
400,Branch-0400 Corporate,66 Business Park,Indore,Rajasthan,660130,111,2006-05-11
401,Branch-0401 East,191 Industrial Area,Pimpri-Chinchwad,Karnataka,295714,77,2000-08-17
402,Branch-0402 North,165 Business Park,Visakhapatnam,Madhya Pradesh,662292,848,2008-03-07
403,Branch-0403 Central,162 Market Road,Jaipur,Uttar Pradesh,540263,176,2024-06-30
404,Branch-0404 South,190 Industrial Area,Ghaziabad,Rajasthan,345224,777,2019-02-09
405,Branch-0405 North,140 Market Road,Hyderabad,Uttar Pradesh,285825,557,2014-04-14
406,Branch-0406 East,9 Ring Road,Pune,Madhya Pradesh,886716,461,2001-01-10
407,Branch-0407 East,181 Industrial Area,Indore,Delhi,575606,490,2002-09-27
408,Branch-0408 East,129 Market Road,Indore,Uttar Pradesh,917769,827,2006-07-28
409,Branch-0409 Central,95 Business Park,Indore,Uttar Pradesh,250606,87,2007-09-01
410,Branch-0410 North,59 Ring Road,Kanpur,Karnataka,190375,403,2016-06-02
411,Branch-0411 Central,200 Ring Road,Patna,Rajasthan,209996,704,2011-11-19
412,Branch-0412 East,147 Market Road,Bengaluru,Uttar Pradesh,782939,789,2007-10-25
413,Branch-0413 Central,148 Market Road,Kanpur,Madhya Pradesh,517260,993,2020-06-26
414,Branch-0414 West,12 Ring Road,Pune,West Bengal,753721,624,2024-04-21
415,Branch-0415 South,141 Business Park,Chennai,Karnataka,139623,872,2014-11-04
416,Branch-0416 Central,156 Market Road,Patna,West Bengal,854124,613,2011-04-01
417,Branch-0417 West,76 Market Road,Lucknow,Madhya Pradesh,454126,867,2022-12-22
418,Branch-0418 West,163 Business Park,Bengaluru,Gujarat,463624,463,2024-06-23
419,Branch-0419 West,119 Business Park,Bhopal,Delhi,474276,946,2008-01-12
420,Branch-0420 North,141 Industrial Area,Bhopal,West Bengal,600801,201,2024-03-10
421,Branch-0421 Corporate,49 Business Park,Ghaziabad,Rajasthan,388253,390,2003-07-01
422,Branch-0422 West,18 Industrial Area,Visakhapatnam,Madhya Pradesh,658049,505,2017-03-31
423,Branch-0423 West,40 Industrial Area,Pimpri-Chinchwad,Rajasthan,853443,866,2006-11-26
424,Branch-0424 North,83 Market Road,Visakhapatnam,Maharashtra,928928,659,2023-11-14
425,Branch-0425 South,176 Business Park,Indore,Karnataka,815484,641,2010-08-26
426,Branch-0426 South,15 Ring Road,Mumbai,Tamil Nadu,892269,400,2017-02-01
427,Branch-0427 Corporate,160 Ring Road,Bhopal,Madhya Pradesh,140177,32,2005-08-07
428,Branch-0428 North,73 Market Road,Kanpur,Tamil Nadu,381356,258,2008-03-09
429,Branch-0429 West,102 Industrial Area,Vadodara,West Bengal,305633,144,2015-11-01
430,Branch-0430 West,77 Market Road,Pune,Karnataka,816728,546,2012-01-29
431,Branch-0431 East,58 Market Road,Patna,Madhya Pradesh,208110,349,2018-02-28
432,Branch-0432 North,68 Business Park,Kanpur,Karnataka,658933,780,2015-02-26
433,Branch-0433 Corporate,125 Market Road,Kanpur,West Bengal,275824,992,2007-09-16
434,Branch-0434 East,152 Market Road,Pune,Tamil Nadu,655473,623,2016-08-06
435,Branch-0435 Central,59 Business Park,Patna,West Bengal,487167,375,2001-02-24
436,Branch-0436 Corporate,127 Ring Road,Indore,Uttar Pradesh,440133,17,2014-05-17
437,Branch-0437 East,199 Ring Road,Jaipur,Telangana,107971,199,2013-10-02
438,Branch-0438 Corporate,161 Business Park,Pimpri-Chinchwad,Madhya Pradesh,178129,949,2005-01-28
439,Branch-0439 East,155 Industrial Area,Chennai,Maharashtra,308821,535,2014-12-18
440,Branch-0440 West,62 Ring Road,Delhi,Delhi,979296,373,2009-06-05
441,Branch-0441 East,80 Business Park,Kanpur,Gujarat,575714,111,2014-08-28
442,Branch-0442 South,53 Business Park,Kolkata,Karnataka,483894,635,2009-08-14
443,Branch-0443 East,123 Business Park,Pune,West Bengal,569056,872,2014-03-26
444,Branch-0444 Central,6 Ring Road,Ahmedabad,Delhi,397249,974,2003-11-28
445,Branch-0445 Central,200 Ring Road,Chennai,Rajasthan,501533,631,2023-09-27
446,Branch-0446 Central,180 Industrial Area,Patna,Maharashtra,734463,751,2005-11-26
447,Branch-0447 East,3 Ring Road,Nagpur,Karnataka,346425,865,2023-01-25
448,Branch-0448 West,144 Ring Road,Indore,Karnataka,243497,958,2014-11-04
449,Branch-0449 West,200 Industrial Area,Thane,Maharashtra,440215,885,2022-09-19
450,Branch-0450 East,195 Industrial Area,Patna,Rajasthan,393116,306,2007-07-08
451,Branch-0451 North,128 Ring Road,Pimpri-Chinchwad,Tamil Nadu,876787,915,2012-07-17
452,Branch-0452 West,163 Ring Road,Vadodara,West Bengal,481377,816,2014-03-27
453,Branch-0453 Corporate,159 Ring Road,Chennai,Uttar Pradesh,235158,312,2005-04-28
454,Branch-0454 Central,179 Industrial Area,Kanpur,Maharashtra,242737,955,2000-04-12
455,Branch-0455 Central,12 Market Road,Lucknow,Tamil Nadu,770213,236,2010-05-30
456,Branch-0456 Central,62 Market Road,Hyderabad,Tamil Nadu,432793,71,2009-05-06
457,Branch-0457 Central,84 Ring Road,Visakhapatnam,Maharashtra,647133,209,2019-02-04
458,Branch-0458 West,190 Market Road,Hyderabad,Gujarat,417993,292,2023-04-26
459,Branch-0459 West,159 Industrial Area,Indore,Madhya Pradesh,750077,734,2022-01-03
460,Branch-0460 North,129 Market Road,Thane,Rajasthan,768280,808,2019-10-14
461,Branch-0461 Corporate,76 Industrial Area,Ahmedabad,Maharashtra,236038,376,2023-02-11
462,Branch-0462 Corporate,182 Market Road,Nagpur,Gujarat,319310,973,2003-02-14
463,Branch-0463 West,57 Market Road,Patna,Delhi,872848,137,2008-07-16
464,Branch-0464 Central,34 Market Road,Ghaziabad,Karnataka,982027,661,2000-04-26
465,Branch-0465 Corporate,80 Business Park,Delhi,West Bengal,874159,9,2004-01-12
466,Branch-0466 West,64 Industrial Area,Jaipur,Rajasthan,267930,209,2020-10-10
467,Branch-0467 South,8 Market Road,Visakhapatnam,West Bengal,643876,724,2003-11-27
468,Branch-0468 Corporate,118 Market Road,Chennai,Tamil Nadu,603399,476,2014-05-23
469,Branch-0469 South,193 Ring Road,Patna,Gujarat,607336,139,2016-12-30
470,Branch-0470 North,148 Business Park,Kanpur,Karnataka,748661,93,2022-12-02
471,Branch-0471 Corporate,191 Industrial Area,Indore,Uttar Pradesh,352800,748,2004-08-02
472,Branch-0472 East,15 Market Road,Bhopal,Delhi,776772,481,2007-11-16
473,Branch-0473 Central,119 Market Road,Kolkata,Rajasthan,925451,735,2009-09-29
474,Branch-0474 West,169 Market Road,Mumbai,Tamil Nadu,290619,177,2006-12-17
475,Branch-0475 West,147 Market Road,Thane,Karnataka,205706,751,2019-02-27
476,Branch-0476 South,170 Business Park,Lucknow,Telangana,680005,564,2006-06-15
477,Branch-0477 North,44 Ring Road,Nagpur,Telangana,927695,592,2024-03-25
478,Branch-0478 North,83 Ring Road,Jaipur,West Bengal,228090,501,2020-10-08
479,Branch-0479 Corporate,192 Industrial Area,Pune,Karnataka,947502,403,2012-12-31
480,Branch-0480 North,7 Ring Road,Jaipur,Gujarat,705666,831,2022-05-06
481,Branch-0481 West,185 Business Park,Chennai,Rajasthan,732928,845,2019-09-07
482,Branch-0482 Central,49 Market Road,Bhopal,Delhi,269963,57,2014-11-07
483,Branch-0483 North,172 Industrial Area,Pimpri-Chinchwad,Rajasthan,853679,116,2009-08-11
484,Branch-0484 East,183 Ring Road,Ahmedabad,Madhya Pradesh,685432,969,2023-04-12
485,Branch-0485 North,35 Market Road,Mumbai,Delhi,241260,813,2016-05-04
486,Branch-0486 East,188 Business Park,Patna,Telangana,281682,39,2001-12-29
487,Branch-0487 South,196 Industrial Area,Ghaziabad,Rajasthan,643816,516,2022-09-10
488,Branch-0488 West,114 Ring Road,Kolkata,Tamil Nadu,799764,527,2016-01-12
489,Branch-0489 North,62 Industrial Area,Delhi,Maharashtra,311807,18,2012-06-22
490,Branch-0490 South,62 Industrial Area,Bengaluru,Madhya Pradesh,996727,814,2014-05-21
491,Branch-0491 Central,119 Business Park,Nagpur,Karnataka,320254,893,2004-03-13
492,Branch-0492 Central,40 Market Road,Vadodara,Tamil Nadu,796263,25,2004-02-24
493,Branch-0493 South,52 Industrial Area,Jaipur,Uttar Pradesh,302219,59,2008-10-21
494,Branch-0494 Central,149 Industrial Area,Visakhapatnam,Delhi,320638,704,2022-06-03
495,Branch-0495 Central,157 Business Park,Ahmedabad,West Bengal,150768,649,2006-10-08
496,Branch-0496 Corporate,40 Business Park,Kolkata,Karnataka,223815,888,2020-08-25
497,Branch-0497 East,121 Market Road,Delhi,Delhi,735266,790,2004-01-02
498,Branch-0498 Central,30 Industrial Area,Indore,Delhi,235793,936,2008-02-08
499,Branch-0499 Central,32 Business Park,Bhopal,Karnataka,858119,352,2023-09-26
500,Branch-0500 East,65 Market Road,Ghaziabad,Telangana,138821,301,2008-08-19
501,Branch-0501 East,99 Ring Road,Kolkata,Uttar Pradesh,114060,677,2008-01-09
502,Branch-0502 East,168 Ring Road,Pimpri-Chinchwad,Delhi,256900,783,2012-08-26
503,Branch-0503 North,27 Business Park,Lucknow,Maharashtra,928204,572,2017-09-16
504,Branch-0504 Corporate,136 Market Road,Kanpur,Maharashtra,704430,681,2014-08-26
505,Branch-0505 North,40 Ring Road,Indore,Karnataka,117946,861,2008-09-07
506,Branch-0506 Corporate,95 Ring Road,Indore,Delhi,949833,760,2000-01-21
507,Branch-0507 North,185 Ring Road,Ahmedabad,Madhya Pradesh,620678,844,2000-10-06
508,Branch-0508 Central,60 Industrial Area,Hyderabad,Karnataka,388842,196,2019-01-05
509,Branch-0509 South,142 Ring Road,Patna,Tamil Nadu,506185,315,2005-11-05
510,Branch-0510 North,8 Ring Road,Bengaluru,Karnataka,126891,145,2021-08-12
511,Branch-0511 Central,110 Business Park,Nagpur,Madhya Pradesh,269820,491,2010-05-09
512,Branch-0512 West,128 Ring Road,Delhi,Karnataka,728167,635,2002-10-04
513,Branch-0513 East,186 Business Park,Thane,West Bengal,719511,23,2018-06-30
514,Branch-0514 North,35 Market Road,Lucknow,Uttar Pradesh,781673,968,2004-10-19
515,Branch-0515 South,83 Ring Road,Chennai,Maharashtra,332612,719,2012-10-20
516,Branch-0516 Central,65 Business Park,Hyderabad,Maharashtra,746066,372,2018-03-11
517,Branch-0517 East,146 Industrial Area,Nagpur,West Bengal,925061,316,2002-11-29
518,Branch-0518 South,115 Ring Road,Nagpur,Gujarat,545823,864,2007-09-26
519,Branch-0519 North,66 Industrial Area,Hyderabad,Karnataka,977417,830,2011-04-07
520,Branch-0520 East,113 Business Park,Hyderabad,Maharashtra,681898,61,2005-04-25
521,Branch-0521 West,33 Business Park,Kolkata,Maharashtra,945253,934,2018-07-04
522,Branch-0522 West,60 Business Park,Bhopal,West Bengal,389585,782,2004-01-14
523,Branch-0523 East,43 Industrial Area,Pimpri-Chinchwad,Maharashtra,670816,14,2023-03-09
524,Branch-0524 Central,188 Ring Road,Bhopal,Delhi,255327,607,2001-05-14
525,Branch-0525 Corporate,29 Ring Road,Delhi,Rajasthan,188536,201,2022-10-21
526,Branch-0526 Central,106 Industrial Area,Hyderabad,Telangana,156500,474,2010-04-13
527,Branch-0527 South,22 Business Park,Lucknow,Tamil Nadu,656473,977,2012-05-11
528,Branch-0528 East,78 Market Road,Indore,Karnataka,219753,721,2008-10-25
529,Branch-0529 Central,6 Industrial Area,Chennai,Tamil Nadu,657519,881,2023-09-09
530,Branch-0530 Corporate,92 Industrial Area,Thane,West Bengal,725119,260,2022-04-04
531,Branch-0531 Central,54 Business Park,Patna,Maharashtra,449975,204,2008-12-26
532,Branch-0532 West,105 Market Road,Bhopal,Gujarat,979053,448,2017-08-28
533,Branch-0533 East,40 Business Park,Nagpur,Madhya Pradesh,167187,538,2010-10-16
534,Branch-0534 North,181 Industrial Area,Mumbai,Maharashtra,160377,273,2018-01-28
535,Branch-0535 East,110 Business Park,Lucknow,Tamil Nadu,757286,604,2001-02-12
536,Branch-0536 Central,31 Business Park,Bhopal,Madhya Pradesh,609244,683,2020-12-18
537,Branch-0537 Central,66 Business Park,Mumbai,Gujarat,714008,242,2024-05-24
538,Branch-0538 West,19 Ring Road,Vadodara,Maharashtra,430350,256,2002-12-13
539,Branch-0539 South,46 Business Park,Jaipur,Madhya Pradesh,738424,514,2001-09-12
540,Branch-0540 West,78 Industrial Area,Indore,Madhya Pradesh,654893,505,2010-01-12
541,Branch-0541 Corporate,18 Market Road,Bhopal,Madhya Pradesh,560343,702,2005-05-24
542,Branch-0542 East,99 Ring Road,Hyderabad,West Bengal,500560,979,2004-06-19
543,Branch-0543 North,57 Industrial Area,Lucknow,Maharashtra,608581,492,2011-12-09
544,Branch-0544 North,61 Market Road,Kanpur,West Bengal,291905,216,2023-02-13
545,Branch-0545 Corporate,153 Ring Road,Vadodara,Madhya Pradesh,219473,626,2020-01-04
546,Branch-0546 Central,19 Ring Road,Chennai,West Bengal,989319,979,2006-04-05
547,Branch-0547 Central,56 Industrial Area,Delhi,Uttar Pradesh,583122,840,2024-03-31
548,Branch-0548 North,29 Business Park,Thane,Maharashtra,981881,163,2001-03-25
549,Branch-0549 Corporate,171 Ring Road,Hyderabad,Uttar Pradesh,938007,86,2010-07-20
550,Branch-0550 South,177 Industrial Area,Ahmedabad,Delhi,187556,1000,2019-12-08
551,Branch-0551 Central,189 Ring Road,Pimpri-Chinchwad,Maharashtra,954923,841,2003-03-02
552,Branch-0552 West,104 Ring Road,Lucknow,Uttar Pradesh,244955,165,2005-05-24
553,Branch-0553 East,93 Market Road,Vadodara,Rajasthan,631468,383,2019-08-19
554,Branch-0554 Central,140 Market Road,Delhi,Maharashtra,372106,554,2002-02-06
555,Branch-0555 East,123 Ring Road,Visakhapatnam,Delhi,969070,863,2008-01-25
556,Branch-0556 North,99 Business Park,Lucknow,Madhya Pradesh,522816,94,2003-10-08
557,Branch-0557 North,132 Industrial Area,Vadodara,Gujarat,929909,170,2018-12-30
558,Branch-0558 West,131 Market Road,Bhopal,West Bengal,706701,966,2021-05-27
559,Branch-0559 Corporate,164 Business Park,Jaipur,Maharashtra,717445,364,2010-04-15
560,Branch-0560 Corporate,32 Ring Road,Bengaluru,Madhya Pradesh,544095,116,2015-11-27
561,Branch-0561 East,13 Industrial Area,Patna,Telangana,285628,500,2012-09-28
562,Branch-0562 Corporate,178 Market Road,Kanpur,West Bengal,471240,110,2020-08-23
563,Branch-0563 West,170 Industrial Area,Chennai,Gujarat,771087,47,2018-11-30
564,Branch-0564 Corporate,165 Ring Road,Ghaziabad,West Bengal,502370,560,2011-02-25
565,Branch-0565 Corporate,69 Industrial Area,Mumbai,Gujarat,575067,524,2014-01-05
566,Branch-0566 North,18 Industrial Area,Mumbai,Karnataka,688076,347,2004-08-01
567,Branch-0567 East,38 Market Road,Nagpur,Madhya Pradesh,896969,249,2018-03-29
568,Branch-0568 South,140 Market Road,Mumbai,Uttar Pradesh,701746,984,2009-12-16
569,Branch-0569 South,138 Industrial Area,Patna,Uttar Pradesh,339025,629,2001-11-04
570,Branch-0570 East,37 Ring Road,Indore,Rajasthan,258690,771,2023-08-25
571,Branch-0571 East,156 Business Park,Thane,Maharashtra,753513,854,2002-11-04
572,Branch-0572 Central,78 Business Park,Kolkata,Delhi,714987,918,2011-02-19
573,Branch-0573 South,171 Market Road,Kolkata,West Bengal,213204,239,2009-07-27
574,Branch-0574 East,186 Industrial Area,Mumbai,Tamil Nadu,295643,255,2001-12-18
575,Branch-0575 South,84 Business Park,Indore,Tamil Nadu,917636,850,2000-12-25
576,Branch-0576 North,94 Ring Road,Lucknow,Rajasthan,251670,269,2005-08-02
577,Branch-0577 West,26 Industrial Area,Kanpur,Maharashtra,302635,714,2012-12-20
578,Branch-0578 South,9 Industrial Area,Indore,Delhi,592879,774,2021-09-20
579,Branch-0579 Corporate,18 Market Road,Jaipur,Madhya Pradesh,664385,587,2024-07-08
580,Branch-0580 Corporate,12 Business Park,Indore,Rajasthan,973807,565,2006-07-11
581,Branch-0581 Central,71 Business Park,Bhopal,Gujarat,533795,530,2004-09-09
582,Branch-0582 North,85 Market Road,Indore,West Bengal,377900,560,2018-12-09
583,Branch-0583 West,171 Market Road,Vadodara,West Bengal,830311,634,2024-08-25
584,Branch-0584 East,81 Industrial Area,Vadodara,Gujarat,822142,914,2004-01-19
585,Branch-0585 South,89 Ring Road,Kanpur,Maharashtra,216020,128,2006-01-17
586,Branch-0586 Corporate,155 Market Road,Delhi,Rajasthan,478867,253,2017-02-10
587,Branch-0587 Corporate,13 Ring Road,Hyderabad,Delhi,597529,81,2018-12-13
588,Branch-0588 Corporate,188 Business Park,Pune,Madhya Pradesh,663942,771,2017-09-17
589,Branch-0589 North,109 Ring Road,Pune,West Bengal,843814,664,2005-08-22
590,Branch-0590 Central,133 Ring Road,Kanpur,Tamil Nadu,728614,58,2016-12-31
591,Branch-0591 East,3 Business Park,Mumbai,Madhya Pradesh,787932,667,2013-07-04
592,Branch-0592 North,78 Ring Road,Chennai,Maharashtra,407565,943,2016-11-17
593,Branch-0593 East,176 Ring Road,Patna,Madhya Pradesh,556034,442,2022-04-26
594,Branch-0594 East,14 Ring Road,Thane,Gujarat,269690,15,2013-12-09
595,Branch-0595 South,110 Ring Road,Visakhapatnam,Rajasthan,456428,551,2001-04-23
596,Branch-0596 West,117 Ring Road,Kanpur,Telangana,301628,801,2022-09-19
597,Branch-0597 West,9 Industrial Area,Ahmedabad,Telangana,998668,802,2016-07-29
598,Branch-0598 South,105 Industrial Area,Ahmedabad,Karnataka,907848,429,2015-02-04
599,Branch-0599 Corporate,76 Business Park,Hyderabad,West Bengal,763354,343,2015-07-26
600,Branch-0600 North,15 Business Park,Thane,Karnataka,997135,192,2005-04-24
601,Branch-0601 North,40 Ring Road,Chennai,Rajasthan,548981,988,2021-06-16
602,Branch-0602 Corporate,170 Industrial Area,Lucknow,West Bengal,240862,783,2014-03-05
603,Branch-0603 West,19 Industrial Area,Mumbai,Delhi,182905,182,2012-08-07
604,Branch-0604 Corporate,27 Business Park,Nagpur,Uttar Pradesh,954888,980,2011-04-08
605,Branch-0605 West,134 Industrial Area,Delhi,Maharashtra,897434,927,2024-01-30
606,Branch-0606 Central,29 Industrial Area,Vadodara,Uttar Pradesh,515320,493,2022-03-08
607,Branch-0607 West,34 Market Road,Bengaluru,Karnataka,705908,610,2016-01-28
608,Branch-0608 East,5 Ring Road,Bhopal,Karnataka,853169,419,2011-10-20
609,Branch-0609 North,165 Industrial Area,Bengaluru,Karnataka,865929,114,2007-05-21
610,Branch-0610 Central,54 Ring Road,Pune,Rajasthan,458770,234,2019-04-17
611,Branch-0611 South,180 Industrial Area,Patna,Maharashtra,583607,568,2015-09-19
612,Branch-0612 Corporate,45 Ring Road,Jaipur,Uttar Pradesh,283320,318,2005-09-26
613,Branch-0613 Central,173 Market Road,Pimpri-Chinchwad,Tamil Nadu,365518,371,2012-01-14
614,Branch-0614 Central,10 Industrial Area,Jaipur,Gujarat,784532,377,2012-10-16
615,Branch-0615 Corporate,121 Ring Road,Ahmedabad,Telangana,986581,902,2003-06-10
616,Branch-0616 Central,37 Market Road,Ahmedabad,Rajasthan,399332,789,2024-02-06
617,Branch-0617 West,197 Industrial Area,Ghaziabad,Delhi,572645,449,2017-11-10
618,Branch-0618 North,64 Ring Road,Chennai,Rajasthan,277965,32,2008-08-05
619,Branch-0619 West,139 Industrial Area,Chennai,Delhi,597793,363,2000-07-25
620,Branch-0620 Corporate,140 Business Park,Bengaluru,Madhya Pradesh,922123,397,2011-01-28
621,Branch-0621 Central,67 Ring Road,Kolkata,Maharashtra,505393,624,2010-04-18
